time(s),p(kPa),Voltage(V)
6.01,3.19,6.55
6.02,3.13,6.45
6.03,3.10,6.42
6.05,3.04,6.54
6.06,2.99,6.51
6.07,2.94,6.58
6.08,2.89,6.60
6.09,2.84,6.64
6.11,2.77,6.69
6.12,2.72,6.61
6.13,2.66,6.62
6.14,2.61,6.59
6.16,2.56,6.63
6.17,2.52,6.69
6.18,2.47,6.77
6.19,2.40,6.81
6.20,2.34,6.72
6.21,2.29,6.68
6.23,2.28,6.68
6.24,2.22,6.92
6.25,2.14,6.90
6.26,2.11,6.77
6.28,2.06,6.84
6.29,2.02,6.88
6.30,1.97,6.97
6.31,1.91,6.98
6.32,1.87,6.89
6.34,1.81,6.99
6.35,1.78,6.92
6.36,1.73,6.99
6.37,1.68,6.99
6.38,1.62,6.98
6.40,1.59,6.89
6.41,1.53,7.03
6.42,1.50,6.93
6.43,1.45,6.98
6.44,1.39,6.96
6.46,1.35,6.87
6.47,1.30,6.89
6.48,1.25,6.85
6.49,1.20,6.81
6.50,1.17,6.78
6.51,1.13,6.80
6.53,1.08,6.80
6.54,1.04,6.76
6.55,1.01,6.76
6.56,0.96,6.77
6.58,0.91,6.67
6.59,0.87,6.61
6.60,0.84,6.59
6.61,0.81,6.58
6.62,0.76,6.61
6.64,0.73,6.53
6.65,0.70,6.49
6.66,0.68,6.53
6.67,0.64,6.55
6.68,0.60,6.50
6.70,0.57,6.45
6.71,0.55,6.39
6.72,0.52,6.47
6.73,0.49,6.40
6.75,0.47,6.39
6.76,0.46,6.39
6.77,0.43,6.44
6.78,0.41,6.41
6.79,0.40,6.38
6.80,0.37,6.42
6.82,0.35,6.38
6.83,0.32,6.34
6.84,0.31,6.29
6.85,0.30,6.30
6.86,0.29,6.30
6.88,0.27,6.31
6.89,0.25,6.31
6.90,0.25,6.22
6.91,0.22,6.27
6.93,0.21,6.18
6.94,0.21,6.15
6.95,0.20,6.18
6.96,0.20,6.14
6.97,0.20,6.17
6.98,0.18,6.19
7.00,0.16,6.05
7.01,0.15,5.98
7.02,0.16,5.91
7.03,0.16,5.97
7.05,0.16,5.96
7.06,0.16,5.94
7.07,0.16,5.91
7.08,0.16,5.88
7.09,0.15,5.84
7.11,0.15,5.72
7.12,0.16,5.66
7.13,0.16,5.68
7.14,0.18,5.61
7.15,0.19,5.62
7.17,0.20,5.61
7.18,0.20,5.60
7.19,0.20,5.50
7.20,0.21,5.41
7.21,0.22,5.39
7.23,0.22,5.34
7.24,0.25,5.23
7.25,0.25,5.26
7.26,0.26,5.14
7.27,0.26,5.07
7.28,0.27,4.93
7.30,0.29,4.87
7.31,0.31,4.78
7.32,0.33,4.77
7.33,0.36,4.75
7.35,0.40,4.75
7.36,0.43,4.78
7.37,0.47,4.82
7.38,0.48,4.86
7.39,0.51,4.74
7.41,0.52,4.70
7.42,0.55,4.57
7.43,0.62,4.59
7.44,0.66,4.74
7.45,0.70,4.82
7.47,0.71,4.82
7.48,0.71,4.65
7.49,0.75,4.44
7.50,0.84,4.43
7.51,0.91,4.70
7.53,0.92,4.88
7.54,0.92,4.73
7.55,0.95,4.47
7.56,1.02,4.36
7.57,1.09,4.52
7.59,1.14,4.72
7.60,1.14,4.75
7.61,1.14,4.45
7.62,1.20,4.17
7.63,1.31,4.28
7.65,1.36,4.66
7.66,1.37,4.64
7.67,1.37,4.43
7.68,1.43,4.16
7.70,1.52,4.20
7.71,1.59,4.42
7.72,1.62,4.56
7.73,1.63,4.42
7.74,1.67,4.16
7.76,1.74,4.07
7.77,1.80,4.20
7.78,1.86,4.22
7.79,1.90,4.30
7.80,1.95,4.20
7.82,1.98,4.17
7.83,2.05,4.04
7.84,2.12,4.10
7.85,2.18,4.22
7.86,2.20,4.23
7.88,2.25,4.04
7.89,2.33,4.03
7.90,2.39,4.14
7.91,2.45,4.14
7.92,2.50,4.17
7.94,2.55,4.16
7.95,2.60,4.09
7.96,2.66,4.04
7.97,2.72,4.07
7.98,2.79,4.12
8.00,2.84,4.20
8.01,2.88,4.15
8.02,2.93,4.03
8.03,3.00,4.01
8.04,3.07,4.09
8.06,3.13,4.19
8.07,3.17,4.22
8.08,3.22,4.10
8.09,3.27,4.05
8.10,3.34,4.01
8.12,3.41,4.12
8.13,3.46,4.19
8.14,3.52,4.18
8.15,3.56,4.22
8.17,3.61,4.08
8.18,3.68,4.04
8.19,3.74,4.18
8.20,3.78,4.22
8.21,3.83,4.09
8.22,3.88,4.07
8.24,3.94,4.07
8.25,4.01,4.09
8.26,4.06,4.21
8.27,4.11,4.19
8.28,4.15,4.20
8.30,4.20,4.09
8.31,4.26,4.08
8.32,4.31,4.14
8.33,4.35,4.14
8.35,4.42,4.14
8.36,4.45,4.21
8.37,4.48,4.14
8.38,4.53,4.00
8.39,4.60,4.01
8.41,4.66,4.18
8.42,4.68,4.24
8.43,4.72,4.14
8.44,4.77,4.10
8.45,4.82,4.13
8.47,4.87,4.14
8.48,4.90,4.20
8.49,4.93,4.17
8.50,4.97,4.07
8.51,5.01,4.03
8.52,5.06,4.10
8.54,5.11,4.16
8.55,5.14,4.21
8.56,5.17,4.13
8.57,5.21,4.15
8.59,5.25,4.16
8.60,5.28,4.15
8.61,5.32,4.17
8.62,5.34,4.21
8.63,5.37,4.15
8.65,5.41,4.11
8.66,5.43,4.15
8.67,5.47,4.13
8.68,5.50,4.17
8.69,5.53,4.22
8.71,5.54,4.21
8.72,5.56,4.11
8.73,5.60,4.12
8.74,5.63,4.20
8.76,5.65,4.21
8.77,5.66,4.22
8.78,5.70,4.18
8.79,5.71,4.28
8.80,5.72,4.23
8.81,5.75,4.20
8.83,5.77,4.25
8.84,5.78,4.30
8.85,5.81,4.28
8.86,5.82,4.34
8.88,5.83,4.35
8.89,5.85,4.35
8.90,5.85,4.36
8.91,5.87,4.30
8.92,5.87,4.40
8.94,5.88,4.35
8.95,5.89,4.39
8.96,5.89,4.43
8.97,5.91,4.41
8.98,5.92,4.46
9.00,5.91,4.52
9.01,5.92,4.44
9.02,5.93,4.51
9.03,5.93,4.59
9.04,5.93,4.61
9.06,5.93,4.63
9.07,5.93,4.66
9.08,5.92,4.69
9.09,5.92,4.65
9.10,5.92,4.70
9.11,5.92,4.75
9.13,5.92,4.81
9.14,5.92,4.87
9.15,5.91,4.95
9.16,5.89,4.95
9.18,5.88,4.95
9.19,5.89,4.98
9.20,5.88,5.15
9.21,5.87,5.17
9.22,5.86,5.20
9.24,5.85,5.25
9.25,5.86,5.30
9.26,5.85,5.50
9.27,5.82,5.55
9.28,5.80,5.54
9.30,5.78,5.54
9.31,5.77,5.62
9.32,5.75,5.71
9.33,5.72,5.71
9.35,5.70,5.73
9.36,5.67,5.77
9.37,5.65,5.80
9.38,5.61,5.82
9.39,5.56,5.79
9.40,5.54,5.71
9.42,5.52,5.76
9.43,5.49,5.80
9.44,5.44,5.86
9.45,5.41,5.80
9.46,5.38,5.80
9.48,5.33,5.86
9.49,5.32,5.81
9.50,5.28,5.97
9.51,5.23,5.99
9.52,5.19,5.92
9.54,5.15,5.90
9.55,5.11,5.93
9.56,5.06,5.96
9.57,5.04,5.95
9.59,4.99,6.05
9.60,4.94,6.02
9.61,4.88,6.00
9.62,4.84,5.93
9.63,4.81,5.97
9.65,4.77,6.03
9.66,4.73,6.12
9.67,4.67,6.19
9.68,4.60,6.09
9.69,4.55,5.95
9.71,4.53,5.98
9.72,4.50,6.14
9.73,4.43,6.27
9.74,4.37,6.16
9.75,4.31,6.11
9.77,4.27,6.05
9.78,4.24,6.12
9.79,4.20,6.32
9.80,4.12,6.35
9.81,4.05,6.23
9.83,3.99,6.11
9.84,3.96,6.07
9.85,3.94,6.25
9.86,3.88,6.43
9.87,3.80,6.43
9.89,3.73,6.29
9.90,3.68,6.18
9.91,3.66,6.25
9.92,3.61,6.44
9.93,3.54,6.46
9.95,3.48,6.35
9.96,3.43,6.35
9.97,3.38,6.40
9.98,3.33,6.42
10.00,3.27,6.46
10.01,3.22,6.46
10.02,3.17,6.51
10.03,3.10,6.55
10.04,3.04,6.45
10.06,3.00,6.43
10.07,2.96,6.54
10.08,2.89,6.66
10.09,2.83,6.59
10.10,2.78,6.53
10.12,2.74,6.57
10.13,2.71,6.71
10.14,2.63,6.83
10.15,2.55,6.72
10.16,2.51,6.51
10.18,2.49,6.64
10.19,2.44,6.83
10.20,2.36,6.86
10.21,2.31,6.77
10.22,2.27,6.80
10.24,2.22,6.80
10.25,2.16,6.82
10.26,2.11,6.79
10.27,2.07,6.81
10.28,2.02,6.90
10.30,1.97,6.92
10.31,1.92,6.93
10.32,1.86,6.94
10.33,1.81,6.87
10.35,1.78,6.90
10.36,1.74,6.94
10.37,1.68,7.01
10.38,1.64,6.96
10.39,1.58,7.02
10.41,1.54,6.93
10.42,1.50,6.98
10.43,1.43,6.96
10.44,1.40,6.86
10.46,1.35,6.90
10.47,1.31,6.89
10.48,1.26,6.93
10.49,1.21,6.86
10.50,1.17,6.81
10.52,1.13,6.78
10.53,1.08,6.80
10.54,1.03,6.74
10.55,0.99,6.69
10.56,0.96,6.67
10.57,0.93,6.67
10.59,0.88,6.74
10.60,0.84,6.67
10.61,0.79,6.58
10.62,0.76,6.46
10.64,0.74,6.53
10.65,0.71,6.57
10.66,0.68,6.60
10.67,0.63,6.55
10.68,0.59,6.43
10.70,0.57,6.38
10.71,0.54,6.39
10.72,0.53,6.39
10.73,0.51,6.48
10.74,0.48,6.46
10.76,0.46,6.45
10.77,0.42,6.45
10.78,0.40,6.35
10.79,0.38,6.32
10.81,0.37,6.35
10.82,0.35,6.39
10.83,0.32,6.34
10.84,0.32,6.29
10.85,0.30,6.38
10.86,0.27,6.31
10.88,0.27,6.24
10.89,0.25,6.31
10.90,0.25,6.23
10.91,0.22,6.28
10.93,0.22,6.18
10.94,0.21,6.23
10.95,0.19,6.19
10.96,0.20,6.07
10.98,0.20,6.17
10.99,0.18,6.19
11.00,0.18,6.05
11.01,0.16,6.06
11.02,0.16,5.98
11.03,0.15,5.97
11.05,0.16,5.88
11.06,0.15,5.94
11.07,0.16,5.83
11.08,0.16,5.87
11.10,0.16,5.83
11.11,0.18,5.78
11.12,0.18,5.80
11.13,0.18,5.74
11.14,0.18,5.68
11.16,0.19,5.60
11.17,0.19,5.59
11.18,0.20,5.51
11.19,0.21,5.49
11.20,0.21,5.46
11.22,0.21,5.36
11.23,0.22,5.25
11.24,0.24,5.20
11.25,0.25,5.16
11.27,0.26,5.10
11.28,0.26,5.03
11.29,0.27,4.89
11.30,0.30,4.82
11.31,0.32,4.83
11.32,0.33,4.80
11.34,0.37,4.71
11.35,0.40,4.77
11.36,0.44,4.72
11.37,0.46,4.84
11.39,0.49,4.74
11.40,0.52,4.77
11.41,0.54,4.70
11.42,0.57,4.65
11.43,0.62,4.59
11.45,0.66,4.69
11.46,0.71,4.75
11.47,0.73,4.82
11.48,0.74,4.67
11.50,0.76,4.49
11.51,0.84,4.40
11.52,0.91,4.62
11.53,0.95,4.82
11.54,0.96,4.77
11.56,0.96,4.59
11.57,1.02,4.33
11.58,1.10,4.43
11.59,1.15,4.68
11.60,1.17,4.71
11.62,1.17,4.51
11.63,1.23,4.20
11.64,1.31,4.31
11.65,1.37,4.54
11.66,1.40,4.60
11.68,1.41,4.45
11.69,1.46,4.23
11.70,1.53,4.23
11.71,1.59,4.37
11.72,1.62,4.43
11.74,1.65,4.27
11.75,1.72,4.15
11.76,1.78,4.21
11.77,1.83,4.29
11.78,1.86,4.26
11.80,1.90,4.14
11.81,1.97,4.04
11.82,2.03,4.15
11.83,2.09,4.17
11.85,2.14,4.23
11.86,2.18,4.20
11.87,2.23,4.09
11.88,2.29,4.02
11.89,2.36,4.06
11.91,2.42,4.19
11.92,2.46,4.19
11.93,2.52,4.08
11.94,2.57,4.11
11.96,2.63,4.06
11.97,2.69,4.06
11.98,2.77,4.12
11.99,2.82,4.22
12.00,2.85,4.15
12.02,2.91,4.03
12.03,2.97,4.05
12.04,3.05,4.11
12.05,3.11,4.18
12.06,3.16,4.21
12.08,3.19,4.17
12.09,3.23,4.02
12.10,3.33,3.90
12.11,3.40,4.18
12.12,3.45,4.29
12.14,3.49,4.22
12.15,3.52,4.11
12.16,3.59,4.00
12.17,3.66,4.03
12.18,3.72,4.15
12.20,3.77,4.19
12.21,3.83,4.16
12.22,3.87,4.17
12.23,3.93,4.07
12.24,3.98,4.15
12.26,4.04,4.13
12.27,4.09,4.15
12.28,4.12,4.13
12.29,4.18,4.05
12.31,4.23,4.11
12.32,4.29,4.10
12.33,4.34,4.17
12.34,4.39,4.16
12.35,4.45,4.14
12.36,4.49,4.24
12.38,4.53,4.17
12.39,4.56,4.08
12.40,4.62,4.03
12.41,4.67,4.12
12.43,4.72,4.14
12.44,4.76,4.16
12.45,4.79,4.12
12.46,4.84,4.08
12.48,4.89,4.09
12.49,4.94,4.14
12.50,4.99,4.20
12.51,5.01,4.25
12.52,5.04,4.14
12.53,5.08,4.06
12.55,5.14,4.05
12.56,5.16,4.19
12.57,5.21,4.12
12.58,5.23,4.20
12.60,5.27,4.13
12.61,5.31,4.13
12.62,5.33,4.15
12.63,5.38,4.12
12.64,5.41,4.21
12.66,5.44,4.18
12.67,5.45,4.22
12.68,5.49,4.12
12.69,5.52,4.17
12.70,5.55,4.16
12.72,5.58,4.22
12.73,5.59,4.21
12.74,5.61,4.14
12.75,5.64,4.15
12.77,5.66,4.18
12.78,5.69,4.19
12.79,5.71,4.21
12.80,5.74,4.25
12.81,5.76,4.28
12.82,5.77,4.33
12.84,5.78,4.31
12.85,5.80,4.29
12.86,5.80,4.28
12.87,5.82,4.20
12.89,5.85,4.28
12.90,5.86,4.36
12.91,5.86,4.38
12.92,5.87,4.33
12.94,5.88,4.35
12.95,5.91,4.39
12.96,5.89,4.50
12.97,5.91,4.41
12.98,5.92,4.46
13.00,5.92,4.52
13.01,5.93,4.51
13.02,5.93,4.59
13.03,5.93,4.59
13.04,5.93,4.61
13.06,5.93,4.63
13.07,5.92,4.66
13.08,5.93,4.61
13.09,5.93,4.72
13.10,5.93,4.77
13.12,5.91,4.83
13.13,5.91,4.74
13.14,5.91,4.80
13.15,5.91,4.87
13.16,5.89,4.95
13.18,5.89,4.96
13.19,5.88,5.05
13.20,5.87,5.08
13.21,5.87,5.11
13.22,5.86,5.21
13.24,5.86,5.25
13.25,5.85,5.38
13.26,5.85,5.43
13.27,5.82,5.56
13.28,5.81,5.56
13.30,5.78,5.63
13.31,5.77,5.63
13.32,5.76,5.71
13.33,5.72,5.81
13.35,5.69,5.76
13.36,5.64,5.70
13.37,5.61,5.60
13.38,5.60,5.64
13.39,5.59,5.75
13.41,5.56,5.87
13.42,5.50,5.93
13.43,5.47,5.76
13.44,5.44,5.75
13.46,5.42,5.84
13.47,5.39,5.91
13.48,5.33,5.99
13.49,5.28,5.83
13.50,5.25,5.79
13.52,5.22,5.81
13.53,5.20,5.91
13.54,5.16,6.03
13.55,5.10,6.06
13.56,5.05,5.93
13.58,5.01,5.90
13.59,4.98,5.97
13.60,4.94,6.02
13.61,4.88,6.07
13.62,4.82,5.98
13.64,4.78,5.89
13.65,4.76,5.95
13.66,4.73,6.10
13.67,4.67,6.26
13.68,4.59,6.19
13.70,4.53,5.95
13.71,4.50,5.91
13.72,4.50,6.06
13.73,4.45,6.37
13.75,4.34,6.39
13.76,4.27,6.04
13.77,4.24,5.91
13.78,4.23,6.08
13.79,4.20,6.35
13.81,4.10,6.45
13.82,4.02,6.19
13.83,3.98,6.05
13.84,3.95,6.11
13.85,3.91,6.29
13.87,3.85,6.40
13.88,3.79,6.39
13.89,3.73,6.33
13.90,3.67,6.30
13.92,3.61,6.26
13.93,3.57,6.26
13.94,3.52,6.38
13.95,3.48,6.42
13.96,3.40,6.44
13.98,3.35,6.36
13.99,3.29,6.41
14.00,3.24,6.38
14.01,3.21,6.46
14.02,3.15,6.55
14.03,3.08,6.52
14.05,3.04,6.49
14.06,2.97,6.57
14.07,2.93,6.54
14.08,2.88,6.58
14.10,2.82,6.63
14.11,2.75,6.60
14.12,2.71,6.56
14.13,2.67,6.60
14.14,2.62,6.74
14.16,2.55,6.76
14.17,2.50,6.65
14.18,2.45,6.71
14.19,2.40,6.74
14.20,2.35,6.77
14.22,2.29,6.78
14.23,2.25,6.76
14.24,2.19,6.86
14.25,2.14,6.81
14.27,2.09,6.85
14.28,2.03,6.87
14.29,2.00,6.79
14.30,1.95,6.87
14.31,1.92,6.91
14.33,1.86,7.06
14.34,1.80,6.99
14.35,1.75,6.92
14.36,1.70,6.92
14.37,1.67,6.91
14.39,1.62,6.98
14.40,1.57,6.99
14.41,1.53,6.95
14.42,1.47,7.00
14.44,1.43,6.93
14.45,1.37,6.97
14.46,1.32,6.87
14.47,1.29,6.81
14.48,1.24,6.86
14.50,1.20,6.82
14.51,1.15,6.84
14.52,1.12,6.81
14.53,1.08,6.82
14.54,1.03,6.81
14.56,0.97,6.75
14.57,0.95,6.62
14.58,0.91,6.69
14.59,0.87,6.68
14.60,0.82,6.66
14.62,0.77,6.57
14.63,0.74,6.47
14.64,0.71,6.44
14.65,0.69,6.49
14.66,0.66,6.51
14.68,0.63,6.54
14.69,0.59,6.49
14.70,0.58,6.44
14.71,0.53,6.53
14.73,0.52,6.37
14.74,0.49,6.46
14.75,0.47,6.45
14.76,0.44,6.43
14.77,0.42,6.41
14.78,0.41,6.40
14.80,0.38,6.43
14.81,0.36,6.39
14.82,0.33,6.36
14.83,0.31,6.31
14.85,0.30,6.25
14.86,0.29,6.26
14.87,0.27,6.27
14.88,0.27,6.27
14.90,0.25,6.33
14.91,0.24,6.25
14.92,0.22,6.23
14.93,0.21,6.20
14.94,0.20,6.17
14.96,0.20,6.13
14.97,0.19,6.16
14.98,0.19,6.10
14.99,0.18,6.12
15.00,0.18,6.05
15.02,0.18,6.06
15.03,0.16,6.05
15.04,0.15,5.96
15.05,0.15,5.88
15.06,0.15,5.85
15.08,0.15,5.82
15.09,0.16,5.78
15.10,0.18,5.81
15.11,0.18,5.84
15.12,0.18,5.78
15.14,0.16,5.72
15.15,0.18,5.57
15.16,0.19,5.56
15.17,0.19,5.56
15.18,0.21,5.48
15.20,0.21,5.53
15.21,0.21,5.42
15.22,0.22,5.31
15.23,0.22,5.28
15.25,0.24,5.16
15.26,0.25,5.11
15.27,0.25,5.05
15.28,0.27,4.91
15.29,0.29,4.90
15.31,0.30,4.84
15.32,0.31,4.76
15.33,0.36,4.66
15.34,0.40,4.79
15.35,0.42,4.84
15.37,0.43,4.81
15.38,0.47,4.70
15.39,0.49,4.73
15.40,0.53,4.69
15.42,0.57,4.69
15.43,0.59,4.71
15.44,0.64,4.67
15.45,0.68,4.75
15.46,0.69,4.73
15.48,0.73,4.58
15.49,0.77,4.57
15.50,0.82,4.65
15.51,0.86,4.69
15.52,0.88,4.67
15.54,0.91,4.57
15.55,0.95,4.44
15.56,1.02,4.41
15.57,1.08,4.61
15.58,1.12,4.71
15.60,1.12,4.64
15.61,1.14,4.37
15.62,1.23,4.24
15.63,1.29,4.48
15.64,1.32,4.56
15.66,1.35,4.50
15.67,1.39,4.35
15.68,1.45,4.26
15.69,1.50,4.33
15.71,1.56,4.35
15.72,1.61,4.39
15.73,1.64,4.37
15.74,1.68,4.29
15.75,1.73,4.20
15.77,1.78,4.18
15.78,1.84,4.15
15.79,1.90,4.20
15.80,1.95,4.22
15.81,2.01,4.19
15.82,2.03,4.24
15.84,2.09,4.09
15.85,2.14,4.10
15.86,2.20,4.06
15.88,2.27,4.10
15.89,2.34,4.10
15.90,2.39,4.24
15.91,2.42,4.20
15.92,2.46,4.08
15.94,2.53,3.94
15.95,2.61,4.04
15.96,2.68,4.14
15.97,2.73,4.24
15.98,2.77,4.20
16.00,2.82,4.08
16.01,2.86,4.03
16.02,2.95,3.96
16.03,3.02,4.16
16.04,3.07,4.26
16.06,3.11,4.19
16.07,3.16,4.07
16.08,3.23,4.03
16.09,3.29,4.13
16.10,3.34,4.16
16.12,3.39,4.12
16.13,3.45,4.08
16.14,3.51,4.08
16.15,3.57,4.12
16.16,3.65,4.18
16.18,3.68,4.29
16.19,3.72,4.16
16.20,3.77,4.05
16.21,3.84,4.02
16.22,3.90,4.11
16.24,3.95,4.19
16.25,4.00,4.16
16.26,4.05,4.14
16.27,4.10,4.10
16.28,4.16,4.08
16.30,4.22,4.16
16.31,4.27,4.23
16.32,4.31,4.19
16.33,4.34,4.11
16.35,4.39,4.04
16.36,4.46,4.04
16.37,4.51,4.19
16.38,4.55,4.20
16.39,4.60,4.14
16.41,4.64,4.13
16.42,4.67,4.10
16.43,4.73,4.05
16.44,4.78,4.13
16.45,4.83,4.16
16.47,4.88,4.19
16.48,4.90,4.23
16.49,4.94,4.13
16.50,4.99,4.10
16.52,5.03,4.15
16.53,5.06,4.12
16.54,5.10,4.11
16.55,5.15,4.12
16.56,5.17,4.19
16.58,5.21,4.10
16.59,5.26,4.11
16.60,5.28,4.19
16.61,5.33,4.12
16.62,5.36,4.23
16.64,5.38,4.19
16.65,5.41,4.15
16.66,5.43,4.10
16.67,5.48,4.07
16.68,5.52,4.21
16.70,5.54,4.25
16.71,5.55,4.24
16.72,5.58,4.16
16.73,5.60,4.16
16.75,5.63,4.16
16.76,5.65,4.18
16.77,5.67,4.20
16.78,5.70,4.21
16.79,5.71,4.24
16.80,5.74,4.20
16.82,5.75,4.25
16.83,5.76,4.22
16.84,5.80,4.20
16.85,5.81,4.33
16.87,5.82,4.32
16.88,5.83,4.32
16.89,5.86,4.33
16.90,5.85,4.41
16.92,5.86,4.28
16.93,5.87,4.31
16.94,5.89,4.34
16.95,5.91,4.45
16.96,5.91,4.49
16.97,5.89,4.47
16.99,5.91,4.38
17.00,5.92,4.44
17.01,5.93,4.51
17.02,5.93,4.59
17.04,5.92,4.60
17.05,5.93,4.54
17.06,5.93,4.64
17.07,5.93,4.66
17.08,5.93,4.70
17.10,5.93,4.74
17.11,5.93,4.79
17.12,5.92,4.84
17.13,5.91,4.84
17.14,5.89,4.83
17.16,5.89,4.83
17.17,5.89,4.91
17.18,5.89,5.00
17.19,5.89,5.09
17.20,5.88,5.18
17.22,5.87,5.22
17.23,5.86,5.26
17.24,5.85,5.30
17.25,5.85,5.36
17.26,5.83,5.49
17.28,5.82,5.54
17.29,5.80,5.60
17.30,5.77,5.62
17.31,5.76,5.62
17.33,5.75,5.71
17.34,5.71,5.81
17.35,5.67,5.74
17.36,5.64,5.70
17.37,5.61,5.66
17.39,5.60,5.71
17.40,5.59,5.83
17.41,5.54,5.94
17.42,5.48,5.86
17.43,5.44,5.70
17.45,5.44,5.70
17.46,5.43,5.91
17.47,5.37,6.08
17.48,5.30,5.92
17.50,5.25,5.71
17.51,5.25,5.67
17.52,5.25,5.91
17.53,5.19,6.16
17.54,5.11,6.02
17.56,5.04,5.86
17.57,5.03,5.67
17.58,5.03,5.86
17.59,5.01,6.15
17.60,4.92,6.35
17.62,4.82,6.01
17.63,4.78,5.70
17.64,4.79,5.79
17.65,4.78,6.15
17.67,4.70,6.36
17.68,4.60,6.14
17.69,4.55,5.85
17.70,4.55,5.85
17.71,4.54,6.16
17.73,4.46,6.41
17.74,4.35,6.28
17.75,4.29,5.90
17.76,4.28,5.87
17.77,4.28,6.12
17.79,4.22,6.43
17.80,4.12,6.39
17.81,4.05,6.12
17.82,4.02,6.00
17.83,4.00,6.18
17.85,3.95,6.39
17.86,3.87,6.43
17.87,3.80,6.24
17.88,3.76,6.18
17.89,3.73,6.25
17.91,3.68,6.43
17.92,3.60,6.48
17.93,3.54,6.33
17.94,3.50,6.27
17.95,3.45,6.39
17.97,3.40,6.43
17.98,3.34,6.51
17.99,3.27,6.48
18.00,3.22,6.38
18.02,3.18,6.40
18.03,3.13,6.54
18.04,3.06,6.59
18.05,3.01,6.49
18.06,2.94,6.56
18.08,2.90,6.43
18.09,2.86,6.55
18.10,2.80,6.66
18.11,2.75,6.66
18.12,2.69,6.70
18.14,2.63,6.64
18.15,2.58,6.64
18.16,2.53,6.67
18.17,2.49,6.71
18.19,2.44,6.74
18.20,2.39,6.80
18.21,2.31,6.81
18.22,2.27,6.69
18.23,2.23,6.74
18.25,2.18,6.84
18.26,2.12,6.86
18.27,2.07,6.78
18.28,2.03,6.83
18.29,1.98,6.91
18.31,1.94,6.93
18.32,1.89,6.96
18.33,1.83,6.94
18.34,1.78,6.87
18.35,1.74,6.87
18.37,1.69,6.97
18.38,1.65,6.96
18.39,1.61,7.02
18.40,1.56,7.01
18.42,1.50,6.99
18.43,1.45,6.89
18.44,1.41,6.87
18.45,1.36,6.93
18.46,1.32,6.88
18.48,1.29,6.91
18.49,1.23,6.97
18.50,1.18,6.85
18.51,1.13,6.80
18.52,1.08,6.72
18.54,1.06,6.68
18.55,1.01,6.76
18.56,0.97,6.69
18.57,0.92,6.71
18.58,0.88,6.63
18.60,0.85,6.60
18.61,0.82,6.58
18.62,0.77,6.65
18.63,0.75,6.55
18.64,0.70,6.59
18.66,0.66,6.47
18.67,0.64,6.44
18.68,0.62,6.46
18.69,0.58,6.48
18.70,0.55,6.44
18.72,0.54,6.43
18.73,0.52,6.51
18.74,0.49,6.50
18.75,0.44,6.50
18.76,0.42,6.34
18.78,0.41,6.31
18.79,0.38,6.37
18.80,0.37,6.33
18.81,0.35,6.37
18.83,0.33,6.32
18.84,0.32,6.34
18.85,0.31,6.36
18.86,0.29,6.36
18.87,0.27,6.30
18.89,0.25,6.30
18.90,0.24,6.21
18.91,0.24,6.19
18.92,0.22,6.25
18.93,0.20,6.22
18.95,0.21,6.11
18.96,0.20,6.22
18.97,0.19,6.17
18.98,0.18,6.11
19.00,0.18,6.05
19.01,0.18,6.06
19.02,0.16,6.05
19.03,0.18,5.97
19.04,0.15,6.03
19.06,0.15,5.87
19.07,0.16,5.84
19.08,0.16,5.88
time(s),p(kPa),Voltage(V)
time,p,voltage
3.01,-0.04,4.81
3.02,-0.02,4.73
3.04,0.04,4.87
3.05,0.04,5.22
3.06,0.05,5.20
3.07,0.07,5.24
3.09,0.08,5.28
3.10,0.08,5.31
3.11,0.09,5.26
3.12,0.10,5.28
3.13,0.10,5.29
3.14,0.11,5.22
3.16,0.13,5.23
3.17,0.14,5.22
3.18,0.14,5.21
3.19,0.15,5.11
3.21,0.16,5.10
3.22,0.16,5.06
3.23,0.18,4.95
3.24,0.19,4.90
3.25,0.21,4.87
3.27,0.22,4.87
3.28,0.24,4.81
3.29,0.26,4.75
3.30,0.30,4.75
3.31,0.33,4.81
3.33,0.36,4.88
3.34,0.38,4.86
3.35,0.38,4.84
3.36,0.40,4.66
3.37,0.46,4.56
3.39,0.52,4.72
3.40,0.54,4.92
3.41,0.54,4.87
3.42,0.55,4.67
3.43,0.62,4.52
3.45,0.68,4.69
3.46,0.71,4.84
3.47,0.71,4.82
3.48,0.73,4.59
3.49,0.77,4.46
3.51,0.85,4.52
3.52,0.91,4.70
3.53,0.92,4.82
3.54,0.93,4.66
3.55,0.96,4.46
3.57,1.03,4.35
3.58,1.10,4.53
3.59,1.14,4.73
3.60,1.15,4.66
3.61,1.15,4.46
3.63,1.24,4.18
3.64,1.32,4.39
3.65,1.37,4.64
3.66,1.39,4.65
3.68,1.40,4.43
3.69,1.45,4.18
3.70,1.53,4.20
3.71,1.59,4.42
3.72,1.62,4.48
3.73,1.64,4.29
3.75,1.69,4.16
3.76,1.75,4.14
3.77,1.81,4.17
3.78,1.87,4.22
3.79,1.91,4.29
3.81,1.95,4.19
3.82,2.00,4.06
3.83,2.07,4.03
3.84,2.14,4.17
3.86,2.19,4.25
3.87,2.23,4.22
3.88,2.28,4.11
3.89,2.33,4.09
3.90,2.39,4.03
3.92,2.46,4.06
3.93,2.52,4.16
3.94,2.57,4.19
3.95,2.62,4.15
